job_title,company_name,company_location,company_size,industry_stats,job_qualifications,job_skills,job_skills_1,job_type,work_hours,company_email,job_desc
[ID] Sales Engineer - BytePlus,ByteDance,"Jakarta, Jakarta, Indonesia","10,001+ employees","Software Development  10,001+ employees   42,344 on LinkedIn","Attitude Change, Demos, Job Skills, Knowledge Acquisition, Presentations, Sales Acumen, Sales Engineering, Server Side, Show Calling, and Strategic Thinking",1 school alum works here,"Attitude Change, Demos, Job Skills, Knowledge Acquisition, Presentations, Sales Acumen, Sales Engineering, Server Side, Show Calling, and Strategic Thinking",On-site,Full-time,bytedance_hrd@gmail.com,"We’re looking for a motivated and technically adept Sales Engineer to join BytePlus, the enterprise technology arm of ByteDance, based in Jakarta. In this role, you will bridge the gap between cutting-edge technology and real-world client needs, playing a key part in pre-sales engagements, technical demos, and solution design. You will support BytePlus’s growing presence in Southeast Asia by combining technical insight with strong communication and strategic thinking.Ideal candidates will have prior experience in mobile or console game development."
Senior Unity Technical Artist,Skillsearch,"Jakarta, Indonesia",11-50 employees,Staffing and Recruiting  11-50 employees   42 on LinkedIn,"3D Graphics, 3D Modeling, Artificial Intelligence (AI), Autodesk 3ds Max, Autodesk Maya, Blender, Scripting, Shader Creation, and Unity","Skills: Blender, Shader Creation, +7 more","3D Graphics, 3D Modeling, Artificial Intelligence (AI), Autodesk 3ds Max, Autodesk Maya, Blender, Scripting, Shader Creation, and Unity",On-site,Full-time,skillsearch_hrd@gmail.com,We’re looking for a highly skilled and creative Senior Unity Technical Artist to join our client’s development team in Jakarta. This is a fantastic opportunity for a talented individual with strong artistic and technical abilities to play a key role in building visually stunning and performant interactive experiences using Unity.Experience working with artificial intelligence (AI) in games or interactive content is a plus.
Machine Learning Engineer,PT Data Labs Analytics,"Jakarta, Jakarta, Indonesia",1000+ employees,Information Technology 1000+ employees,"Account Management, Coal Mining, Enterprise Resource Planning (ERP), Enterprise Software, Geographic Information Systems (GIS), Mineral Exploration, Mining, Sales, Software Sales, Software as a Service (SaaS), Solution Selling","Skills: Account Management, Coal Mining, +9 more",2+ years of work experience with Data Engineering,On-site,Full-time,pt_data_labs_analytics_hrd@gmail.com,"PT Data Labs Analytics is looking for a driven and innovative Machine Learning Engineer to join our growing technology team in Jakarta. As a key member of our data science division, you will work on designing, building, and deploying machine learning models that drive intelligent decision-making across industries such as mining, ERP, and GIS solutions.In this role, you will collaborate with data engineers and business stakeholders to collect, preprocess, and transform large-scale datasets into actionable insights. You will be responsible for researching algorithms, training models, evaluating performance, and integrating solutions into production environments. With a strong foundation in statistics, machine learning frameworks, and software engineering practices, you will help us shape the future of intelligent enterprise software and geospatial analytics."
Associate / Security Analyst ( MDR ),Bitdefender,"Jakarta, Indonesia","1,001-5,000 employees","Software Development  1,001-5,000 employees   2,223 on LinkedIn","Cybersecurity, Incident Response, Linux, Managed Detection and Response (MDR), Security Information and Event Management (SIEM), Unix, and Web Application Firewalls","Skills: Web Application Firewalls, Incident Response, +5 more",2+ years of work experience with Security Information and Event Management (SIEM),Remote,Full-time,bitdefender_hrd@gmail.com,"Ideal candidates will bring at least 2 years of hands-on experience with SIEM technologies, along with a solid understanding of Linux/Unix systems, web application firewalls, and cybersecurity best practices. A background in incident response and knowledge of network security tools and methodologies are essential. Candidates must be detail-oriented, technically proficient, and eager to grow within a cutting-edge security operations environment."
SAP ABAP Consultant ( with BTP Experience),VISEO ASIA,"Jakarta, Indonesia","1,001-5,000 employees","IT Services and IT Consulting  1,001-5,000 employees   213 on LinkedIn","ABAP, ABAP Web Dynpro, Business Technology, OData, SAP HANA, and SAP Implementation",2 school alumni work here,5+ years of work experience with ABAP,Remote,Full-time,viseo_asia_hrd@gmail.com,"Ideal candidates will have over 5 years of professional experience in ABAP development, with proven exposure to SAP BTP tools and technologies. A strong understanding of SAP architecture, integration techniques, and modern development standards is essential. Candidates should also have strong communication and problem-solving skills, with the ability to work independently in a remote setup while collaborating with global teams."
Data Engineer,Nomura Research Institute Indonesia,Indonesia,51-200 employees,IT Services and IT Consulting  51-200 employees   90 on LinkedIn,"Deep Learning, Git, Matplotlib, NoSQL, NumPy, Object-Oriented Programming (OOP), Pandas (Software), Python (Programming Language), SQL, and Seaborn","Skills: Python (Programming Language), SQL, +8 more","Deep Learning, Git, Matplotlib, NoSQL, NumPy, Object-Oriented Programming (OOP), Pandas (Software), Python (Programming Language), SQL, and Seaborn",Remote,Contract,nomura_research_institute_indonesia_hrd@gmail.com,"Nomura Research Institute Indonesia is looking for an experienced and detail-oriented Data Engineer to join our team and contribute to building scalable, high-performance data pipelines that power our data-driven decision-making. In this role, you will design, implement, and maintain data infrastructure while ensuring seamless integration of data across various systems and platforms."
Data Engineer & Analytics,Kredivo Group,"Jakarta, Indonesia","1,001-5,000 employees","Financial Services  1,001-5,000 employees   1,617 on LinkedIn","Amazon Redshift, Amazon Web Services (AWS), English, Google BigQuery, MySQL, OLAP, PostgreSQL, Python (Programming Language), SQL, and Scala","Skills: OLAP, Python (Programming Language), +8 more","Amazon Redshift, Amazon Web Services (AWS), English, Google BigQuery, MySQL, OLAP, PostgreSQL, Python (Programming Language), SQL, and Scala",Hybrid,Full-time,kredivo_group_hrd@gmail.com,"Kredivo Group is looking for a talented and motivated Data Engineer & Analytics professional to join our team in shaping the future of financial services through data. In this role, you will work on building and maintaining scalable data infrastructure to support advanced analytics and business intelligence. You will play a crucial role in optimizing data pipelines, ensuring data quality, and implementing analytical solutions that drive impactful decision-making."
Senior Product Manager - Authentication,VIDA Digital Identity,"Jakarta, Indonesia",51-200 employees,IT Services and IT Consulting  51-200 employees   152 on LinkedIn,Bachelor’s degree in relevant field,"Skills: User Stories, Product Road Mapping, +8 more","Business-to-Business (B2B), Communication, Government Regulations, Marketing Analytics, Product Management, Product Marketing, Product Requirements, Product Road Mapping, Release Notes, and User Stories",On-site,Full-time,vida_digital_identity_hrd@gmail.com,"As a Senior Product Manager, you will play a key role in understanding client needs, analyzing market trends, and aligning product strategies with business goals. You will collaborate with product marketing, engineering, and UX teams to deliver seamless and secure authentication products that meet government regulations and client expectations. Additionally, you will be involved in the creation of release notes, conducting market analyses, and managing product features to ensure smooth product delivery and continuous improvement."
Data Scientist,PT. RAKHASA ARTHA WISESA,"Jakarta, Jakarta, Indonesia",11-50 employees,Information Technology & Services  11-50 employees   31 on LinkedIn,"Asterisk (PBX), Computer Science, Data Analytics, Data Engineering, Data Science, Matplotlib, Natural Language Processing (NLP), Pandas (Software), Predictive Analytics, R (Programming Language)","Skills: Natural Language Processing (NLP), Data Science, +8 more","Data Analytics, Data Engineering, Data Science, Data Visualization, Data Wrangling, Deep Learning, Natural Language Processing (NLP), Predictive Analytics, Soft Skills, and Statistical Data Analysis",On-site,Full-time,pt_rakhasa_artha_wisesa_hrd@gmail.com,"PT. RAKHASA ARTHA WISESA is looking for a skilled and motivated Data Scientist to join our team. In this role, you will work with diverse datasets to uncover insights and support data-driven decision-making processes. You will be responsible for analyzing large datasets, applying statistical techniques, and creating predictive models to address business challenges. Your expertise in data science and analytics will be crucial to transforming complex data into actionable insights and supporting the company’s objectives."
"Senior AI Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,"Pekanbaru, Riau, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js","Skills: Svelte, Flask, +8 more","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Remote,Full-time,crossover_hrd@gmail.com,"Crossover is seeking a talented and innovative Senior AI Engineer to join our remote team. In this role, you will be working on the design, development, and deployment of AI-driven applications, leveraging cutting-edge technologies to solve complex challenges. You will be responsible for building scalable and efficient AI systems, integrating AI models into production environments, and ensuring the performance and optimization of AI solutions."
Machine Learning Engineer,Devoteam G Cloud,Jakarta Metropolitan Area,51-200 employees,IT Services and IT Consulting  51-200 employees   576 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Google Cloud Platform (GCP), Unified Modeling Language (UML), +8 more","Computer Science, Customer Requirements, Data Analytics, Databases, Diagram Design, Doctrine (PHP), Good Clinical Practice (GCP), Google Cloud Platform (GCP), Hadoop, and Unified Modeling Language (UML)",On-site,Full-time,devoteam_g_cloud_hrd@gmail.com,"Devoteam G Cloud is looking for a skilled Machine Learning Engineer to join their team in Jakarta. The successful candidate will play a key role in developing and deploying machine learning solutions that drive business performance and efficiency. As part of the team, you will work on cutting-edge projects that utilize the power of data analytics, machine learning, and cloud computing, particularly leveraging Google Cloud Platform (GCP).The role requires a strong understanding of data analytics, machine learning algorithms, and cloud-based technologies."
Data Manager,RED Comm Indonesia,"Jakarta, Indonesia",201-500 employees,Advertising Services  201-500 employees   358 on LinkedIn,"Business Insights, Data Analytics, Data Science, Data Visualization, Quality Processes, Statistical Analysis, Team Management, and Visualization","Skills: Data Visualization, Data Science, +6 more","Business Insights, Data Analytics, Data Science, Data Visualization, Quality Processes, Statistical Analysis, Team Management, and Visualization",Hybrid,Full-time,red_comm_indonesia_hrd@gmail.com,"RED Comm Indonesia is looking for an experienced Data Manager to join their team. In this role, you will be responsible for overseeing the collection, analysis, and visualization of data, ensuring high-quality insights that inform business decisions. You will play a crucial role in shaping the company’s data strategy by leveraging Data Analytics, Data Science, and Data Visualization to drive business success."
Data Engineer,Paper.id,Jakarta Metropolitan Area,51-200 employees,Financial Services  51-200 employees   245 on LinkedIn,Bachelor’s degree in relevant field,2 school alumni work here,"Business Requirements, Data Architecture, Data Manipulation, Data Modeling, Data Pipelines, Data Profiling, Data Warehousing, Dimensional Modeling, Extract, Transform, Load (ETL), and Problem Solving",On-site,Full-time,paper_id_hrd@gmail.com,"Paper.id, a leader in the financial services sector, is seeking a skilled Data Engineer to join their team. In this position, you will be responsible for building and maintaining robust data pipelines that support data extraction, transformation, and loading (ETL) processes. You will play a critical role in the development of data architecture and the implementation of dimensional modeling for data warehousing."
"Data Engineering Lead, Data and Analytics (Jakarta, Indonesia)",M&C Saatchi Group,"Jakarta, Jakarta, Indonesia","1,001-5,000 employees","Advertising Services  1,001-5,000 employees   1,346 on LinkedIn",Bachelor’s degree in relevant field,"Skills: Data Presentation, Presentations, +8 more","Amazon Redshift, Data Pipelines, Data Presentation, Data Quality, Datasets, Digital Media, Presentation Skills, Presentations, Training Material, and Written Communication",Hybrid,Full-time,m_c_saatchi_group_hrd@gmail.com,"M&C Saatchi Group, a global leader in advertising services, is seeking a Data Engineering Lead to lead the Data and Analytics team. In this role, you will oversee the development and maintenance of data pipelines and ensure data quality across various datasets. You will be responsible for creating impactful data presentations and training materials that support data-driven decision-making."
Analytics Engineer,Insight Timer,Indonesia,51-200 employees,Wellness and Fitness Services  51-200 employees   428 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Amazon Redshift, Google BigQuery, +8 more","Amazon Redshift, Communication, Data Engineering, Data Quality, Data Warehousing, Datasets, Google BigQuery, Google Cloud Platform (GCP), Key Metrics, and Snowflake",Remote,Full-time,insight_timer_hrd@gmail.com,"Insight Timer, a leading wellness and fitness services company, is hiring an Analytics Engineer to support the development and maintenance of data systems. This role requires working with Amazon Redshift, Google BigQuery, and Google Cloud Platform (GCP) to manage data quality, data warehousing, and data-related tasks. You’ll be expected to provide key metrics that guide decision-making and monitor data pipeline performance."
Product Manager,PT Mazta Farma,"West Jakarta, Jakarta, Indonesia",51-200 employees,Pharmaceutical Manufacturing  51-200 employees   101 on LinkedIn,Product Management and Product Service,"Skills: Product Management, Product Service",Professional in English,On-site,Full-time,pt_mazta_farma_hrd@gmail.com,"PT Mazta Farma, a pharmaceutical manufacturing company, is looking for a Product Manager to oversee product development and service strategies. This position will focus on managing product life cycles, ensuring quality services, and collaborating with cross-functional teams to meet product goals."
Data Analyst,Prudential Syariah,"Jakarta, Indonesia","1,001-5,000 employees","Insurance  1,001-5,000 employees   236 on LinkedIn","Analytical Skills, Analytics, Data Analytics, and English","Skills: Analytics, English, +2 more",Bachelor's Degree,Hybrid,Full-time,prudential_syariah_hrd@gmail.com,"Prudential Syariah, a prominent insurance company, is seeking a Data Analyst to join their team. In this role, you will leverage strong analytical skills to process, analyze, and interpret complex data, providing valuable insights to support business decisions. Key skills and requirements include proficiency in English, strong data analytics capabilities, and a Bachelor's Degree in a relevant field. The position offers a hybrid working model, combining remote and on-site work."
Python Data Scientist - LLM Project,YO HR Consultancy,Indonesia,11-50 employees,Business Consulting and Services  11-50 employees   31 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Data Science, Data Analytics, +8 more","Analytics, Computer Science, Data Analytics, Data Science, Data Visualization, Drawing, Jupyter, Kaggle, Laptops, and Python (Programming Language)",Remote,Contract,yo_hr_consultancy_hrd@gmail.com,"YO HR Consultancy is seeking a Python Data Scientist for an LLM (Large Language Model) project. This role involves applying data science and analytics skills to work with large-scale data, leveraging tools like Python, Jupyter, and Kaggle for data analysis and visualization. The ideal candidate will have a strong background in computer science, data analytics, and data science. A Bachelor's degree in a relevant field is required. The position is remote and offered on a contract basis."
"Lead DS (Data Scientist) Bangkok based, Relocation provided",Agoda,"Bandung, West Java, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn","Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics","Skills: Computer Vision, Data Science, +8 more","Big Data, Computer Vision, Data Engineering, Data Science, Hadoop, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, and Scala",On-site,Full-time,agoda_hrd@gmail.com,"Agoda is hiring a Lead Data Scientist (DS) based in Bangkok, with relocation provided. The role involves working with big data platforms and utilizing advanced data science techniques, including computer vision, natural language processing (NLP), pattern recognition, and recommender systems. Ideal candidates will have expertise in big data tools such as Hadoop and PySpark, as well as experience in statistics and data engineering. This is a full-time, on-site position with the opportunity to work on challenging AI/ML problems across a large-scale infrastructure."
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,"Bali, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn","Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics","Skills: Pattern Recognition, Image Processing, +8 more","Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics",Hybrid,Full-time,agoda_hrd@gmail.com,"Agoda is looking for a Lead/Staff Data Scientist based in Bangkok with relocation provided. This role is focused on big data platforms, computer vision, image processing, natural language processing (NLP), pattern recognition, and recommender systems. The ideal candidate should have a strong background in data engineering, statistics, and the ability to work with tools such as PySpark and Scala. The position is full-time, hybrid, and provides an exciting opportunity to work on large-scale AI/ML challenges."
Data Scientist (Generative AI),Populix,Jakarta Metropolitan Area,51-200 employees,Research  51-200 employees   199 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Natural Language Processing (NLP), Data Science, +8 more","Computer Science, Data Science, Datasets, Distributed Computing, Distributed Systems, Natural Language Processing (NLP), Oral Communication, Predictive Analytics, Problem Solving, and Statistics",Remote,Contract,populix_hrd@gmail.com,"Populix is hiring a Data Scientist specializing in Generative AI. The role, based in Jakarta Metropolitan Area, offers the flexibility of remote work on a contract basis. The ideal candidate should have a Bachelor's degree in a relevant field and expertise in natural language processing (NLP), data science, and generative AI. Skills in distributed computing, predictive analytics, and statistics are highly valued. The role involves working with complex datasets and utilizing advanced AI techniques to develop cutting-edge solutions."
SAP Advanced Business Application Programming Developer (ABAP),VLink Inc,"Jakarta, Indonesia","501-1,000 employees","IT Services and IT Consulting  501-1,000 employees   439 on LinkedIn","ABAP, Analytical Skills, Communication, Customer-Focused Service, Debugging, English, Performance Tuning, SAP Products, SAP Sales & Distribution, and SQL","Skills: SQL, Customer-Focused Service, +8 more",Professional in English,Hybrid,Full-time,vlink_inc_hrd@gmail.com,"VLink Inc. is seeking an SAP Advanced Business Application Programming (ABAP) Developer for their Jakarta office. The role is hybrid and full-time. The ideal candidate should possess strong analytical skills, proficiency in ABAP, and experience with SAP Sales & Distribution and SAP products. Proficiency in SQL, debugging, performance tuning, and customer-focused service is required. Effective communication skills and fluency in English are essential for this position. The company offers a professional and dynamic environment for those looking to advance their career in IT services and consulting."
Warehouse Lead - Yogyakarta,Shopee,"Yogyakarta, Yogyakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   45,692 on LinkedIn","Business Process, Computer Science, Data Engineering, Data Models, Data Science, Data Visualization, Optimization, Pattern Recognition, Predictive Analytics, Statistical Data Analysis",11 school alumni work here,"Forklift Operation, Inventory Control, Inventory Management, Key Performance Indicators, Microsoft Excel, Problem Solving, Shipping & Receiving, Standard Operating Procedure (SOP), Warehouse Management Systems, and Warehouse Operations",On-site,Full-time,shopee_hrd@gmail.com,"Warehouse Lead - Yogyakarta	Shopee	https://www.linkedin.com/jobs/search/?currentJobId=4018939275&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125	Yogyakarta, Yogyakarta, Indonesia	5,001-10,000 employees	Software Development  5,001-10,000 employees   45,692 on LinkedIn	Business Process, Computer Science, Data Engineering, Data Models, Data Science, Data Visualization, Optimization, Pattern Recognition, Predictive Analytics, Statistical Data Analysis	11 school alumni work here	Forklift Operation, Inventory Control, Inventory Management, Key Performance Indicators, Microsoft Excel, Problem Solving, Shipping & Receiving, Standard Operating Procedure (SOP), Warehouse Management Systems, and Warehouse Operations	On-site	Full-time	shopee_hrd@gmail.com														"
Chief Engineer,Waruna Shipping Group,Jakarta Metropolitan Area,"1,001-5,000 employees","Maritime Transportation  1,001-5,000 employees   610 on LinkedIn","Marine Engineering, Oil and Gas, STCW, Seamanship, Tanker Operations, and Tanker Ships","Skills: Seamanship, Tanker Ships, +4 more",5+ years of work experience with Tanker Operations,On-site,Full-time,waruna_shipping_group_hrd@gmail.com,"Waruna Shipping Group is looking for a Chief Engineer to join their team in Jakarta. The position requires expertise in marine engineering, tanker operations, and oil and gas industries. The ideal candidate should have at least 5 years of experience in tanker operations, along with proficiency in seamanship, tanker ships, and STCW certifications. This is an on-site, full-time role within the maritime transportation sector. The candidate must be ready to work in a dynamic environment and handle responsibilities related to tanker operations and overall ship management."
Jr Data Scientist,Amar Bank,"Jakarta, Jakarta, Indonesia","1,001-5,000 employees","Banking  1,001-5,000 employees   793 on LinkedIn",Bachelor’s degree in relevant field,"Skills: Statistical Concepts, Data Science, +8 more","Artificial Intelligence (AI), Communication, Computer Science, Data Science, Machine Learning, Mathematics, Pattern Recognition, R (Programming Language), Statistical Concepts, and Statistics",On-site,Full-time,amar_bank_hrd@gmail.com,"Amar Bank is currently hiring a Junior Data Scientist for their Jakarta office. The role involves applying data science techniques, including statistical analysis and machine learning, to derive insights that drive business decisions. The ideal candidate should have a Bachelor's degree in a relevant field and possess skills in AI, machine learning, statistical concepts, and data science. Proficiency in R programming, pattern recognition, and statistics is also preferred. This is a full-time, on-site position in the banking sector. Strong communication skills are essential for this role."
Data Analyst,Newlab+ Group,"West Jakarta, Jakarta, Indonesia",11-50 employees,Retail  11-50 employees   45 on LinkedIn,"Analytical Skills, Dashboard Building, Data Analysis, Data Analytics, Data Visualization, Excel Dashboards, Microsoft Excel, Microsoft Power BI, SQL, VBA Excel, and Visualization","Skills: Microsoft Excel, Microsoft Power BI, +9 more",2+ years of work experience with VBA Excel,On-site,Full-time,newlab_group_hrd@gmail.com,"Newlab+ Group, a retail company based in West Jakarta, is hiring a Data Analyst. The role involves performing data analysis, building dashboards, and creating data visualizations to support business insights. The ideal candidate should have strong analytical skills, experience with Excel and Power BI dashboards, as well as proficiency in SQL, VBA Excel, and data visualization techniques. A minimum of 2 years of experience with VBA Excel is required. This is a full-time, on-site position."
Health Analyst,Tarumanagara Foundation,"South Jakarta, Jakarta, Indonesia","1,001-5,000 employees","Non-profit Organizations  1,001-5,000 employees   105 on LinkedIn","Biochemistry, Biology, Communication, Healthcare Analytics, Laboratory Information Management System (LIMS), Laboratory Skills, Laboratory Techniques, Microbiology, Microscopes, Molecular Biology, and Pathology","Skills: Biology, Laboratory Skills, +9 more",Bachelor's Degree,On-site,Full-time,tarumanagara_foundation_hrd@gmail.com,"Tarumanagara Foundation, a prominent organization in the non-profit sector, is seeking a qualified Health Analyst to join their team. This role involves working on various healthcare analytics projects, including data management, laboratory information systems, and biological analysis. The ideal candidate will contribute to advancing healthcare solutions by leveraging data insights and laboratory expertise."
Data Scientist,PT ITSEC Asia Tbk,"Jakarta, Jakarta, Indonesia",201-500 employees,Information Technology & Services  201-500 employees   281 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Data Science, Data Analytics, +8 more","Analytical Skills, Big Data, Data Analysis, Data Analytics, Data Science, Hadoop, Hypothesis Testing, Python (Programming Language), SQL, and Technical Advisory",Hybrid,Full-time,pt_itsec_asia_tbk_hrd@gmail.com,"PT ITSEC Asia Tbk, a leading player in the Information Technology & Services industry, is looking for a skilled Data Scientist to join their team. This position requires expertise in analyzing and processing large datasets, as well as the ability to apply statistical methods and machine learning algorithms to solve complex business challenges."
Principal UX Designer,DELOS,"Jakarta, Indonesia",51-200 employees,Biotechnology Research  51-200 employees   160 on LinkedIn,"Cascading Style Sheets (CSS), Communication, Design Thinking, Figma (Software), HTML, Human Computer Interaction, Interpersonal Skills, Product Design, Software as a Service (SaaS), UX Research, User Experience (UX), and User Interface Design","Skills: Human Computer Interaction, User Experience (UX), +10 more",Professional in English,On-site,Full-time,delos_hrd@gmail.com,"Principal UX Designer	DELOS	https://www.linkedin.com/jobs/search/?currentJobId=3999653199&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125	Jakarta, Indonesia	51-200 employees	Biotechnology Research  51-200 employees   160 on LinkedIn	Cascading Style Sheets (CSS), Communication, Design Thinking, Figma (Software), HTML, Human Computer Interaction, Interpersonal Skills, Product Design, Software as a Service (SaaS), UX Research, User Experience (UX), and User Interface Design	Skills: Human Computer Interaction, User Experience (UX), +10 more	Professional in English	On-site	Full-time	delos_hrd@gmail.com														"
Data Analyst,Astek,"Jakarta, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   4,632 on LinkedIn",Bachelor’s degree in relevant field,"Skills: Data Science, Statistical Concepts, +8 more","Analytics, Dashboards, Data Analysis, Data Analytics, Data Science, Data Visualization, Key Performance Indicators, Pattern Recognition, Statistical Concepts, and Visualization",Hybrid,Full-time,astek_hrd@gmail.com,"Astek, a prominent IT Services and IT Consulting company, is seeking a Data Analyst to join their team. This role involves analyzing complex datasets, building dashboards, and creating data visualizations to help drive key business decisions. You will work closely with cross-functional teams to provide insights and contribute to data-driven strategies."
Senior Data Scientist (Pipeline),SQE (S-Quantum Engine),"Jakarta, Indonesia","5,001-10,000 employees","Financial Services  5,001-10,000 employees   116 on LinkedIn","Data Science, Presentation Skills, Problem Solving, PyTorch, Python (Programming Language), R (Programming Language), SQL, Scikit-Learn, Statistical Modeling, Tableau, and TensorFlow",1 school alum works here,Professional in English,Hybrid,Full-time,sqe_s_quantum_engine__hrd@gmail.com,"SQE (S-Quantum Engine), a leading company in the financial services sector, is looking for a highly skilled Senior Data Scientist to join their team. In this role, you will focus on developing scalable data pipelines and applying advanced machine learning models to support business needs. You'll work in a dynamic environment that emphasizes innovation and high-impact data solutions."
"Senior Product Manager, 2 Hour Learning (Remote) - $200,000/year USD",Crossover,"Denpasar, Bali, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js","Skills: Product Management, Product Road Mapping, +8 more","Communication, Content Creation, Cross-functional Team Leadership, Data Analysis, Problem Solving, Product Management, Product Road Mapping, Product Vision, User Experience (UX), and Workflow Automation",Remote,Full-time,crossover_hrd@gmail.com,"Crossover, a global leader in IT services and consulting, is hiring a Senior Product Manager for its ""2 Hour Learning"" initiative. This remote position offers a competitive salary of $200,000/year USD. The role focuses on building innovative learning products that help professionals upskill quickly through structured, engaging experiences.As a Senior Product Manager, you'll drive product strategy, define the product roadmap, and collaborate across teams to ensure timely and high-quality delivery. You’ll be expected to lead cross-functional teams, analyze data for decision-making, and maintain a strong product vision aligned with user experience (UX) best practices."
"Artificial Intelligence Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,"Medan, North Sumatra, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js","Skills: Svelte, Flask, +8 more","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Remote,Full-time,crossover_hrd@gmail.com,"Crossover is seeking a highly skilled Artificial Intelligence Engineer to join their ""2 Hour Learning"" team in a fully remote capacity. With a competitive annual salary of $100,000 USD, this role focuses on integrating cutting-edge AI technologies into an innovative learning platform designed to accelerate professional upskilling."
Chubb Life - IT Data Warehouse,Chubb Life,"Jakarta, Indonesia","10,001+ employees","Insurance  10,001+ employees   2,047 on LinkedIn",Bachelor’s degree in relevant field,"Skills: Data Warehousing, SQL Server Analysis Services (SSAS), +8 more","Audio Mastering, Crystal Reports, Data Mining, Data Warehousing, Database Management System (DBMS), Databases, QlikView, SQL Server Analysis Services (SSAS), SQL Server Reporting Services (SSRS), and Warehouse Operations",On-site,Full-time,chubb_life_hrd@gmail.com,"Chubb Life, a global leader in the insurance sector, is seeking a dedicated IT Data Warehouse professional to join their team in Jakarta. This role is critical for ensuring the efficient design, development, and maintenance of enterprise data warehouse solutions that support key business intelligence initiatives."
Assistant Manager - Business Development,Nefab,Jakarta Metropolitan Area,"1,001-5,000 employees","Packaging and Containers Manufacturing  1,001-5,000 employees   1,763 on LinkedIn",Bachelor’s degree in relevant field,"Skills: Presentations, New Business Opportunities, +8 more","Business Development, Business Development Strategy, Business Strategy, Communication, Leadership, New Business Opportunities, Presentation Skills, Presentations, Sales, and Thermoforming",Remote,Contract,nefab_hrd@gmail.com,"Nefab, a global leader in packaging and container manufacturing, is seeking an experienced Assistant Manager for Business Development to join their team remotely. This position plays a vital role in identifying and pursuing new business opportunities, driving strategic growth, and fostering strong client relationships."
Java Developer with Python,Alex Solutions,Indonesia,51-200 employees,Software Development  51-200 employees   110 on LinkedIn,"Business Intelligence (BI), Databases, Extract, Transform, Load (ETL), Java, PostgreSQL, Python (Programming Language), REST APIs, SQL, Software Development, and XQuery","Skills: Java, REST APIs, +8 more",Working in a remote setting,Remote,Full-time,alex_solutions_hrd@gmail.com,"Alex Solutions, a growing force in the software development industry, is looking for a talented Java Developer with Python experience to join their remote team. This role involves developing robust software applications, managing data workflows, and integrating complex systems through RESTful APIs."
